State,Constituency,Votes,Percentage,Party,Candidate,latitude,longitude
Maharashtra,Madha,586314,48.2,Bharatiya Janata Party,Ranjeetsinha Hindurao Naik- Nimbalkar,20,76
Maharashtra,Maval,720663,52.65,Shivsena,SHRIRANG APPA CHANDU BARNE,20,76
Maharashtra,Mumbai North,706678,71.4,Bharatiya Janata Party,Gopal Shetty,20,76
Maharashtra,Mumbai North central,486672,53.97,Bharatiya Janata Party,POONAM MAHAJAN,20,76
Maharashtra,Mumbai North East,514599,56.61,Bharatiya Janata Party,Manoj Kotak,20,76
Maharashtra,Mumbai North West,570063,60.55,Shivsena,Gajanan Kirtikar,20,76
Maharashtra,Mumbai South,421937,52.64,Shivsena,Arvind Ganpat Sawant,20,76
Maharashtra,Mumbai South central,424913,53.3,Shivsena,Rahul Ramesh Shewale,20,76
Maharashtra,Nagpur,660221,55.67,Bharatiya Janata Party,NITIN JAIRAM GADKARI,20,76
Maharashtra,Nanded,486806,43.1,Bharatiya Janata Party,Prataprao Patil Chikhalikar,20,76
Maharashtra,Nandurbar,639136,49.86,Bharatiya Janata Party,Dr. Heena Vijaykumar Gavit,20,76
Maharashtra,Nashik,563599,50.27,Shivsena,Godse Hemant Tukaram,20,76
Maharashtra,Osmanabad,596640,49.52,Shivsena,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,20,76
Maharashtra,Palghar,580479,48.3,Shivsena,Rajendra Dhedya Gavit,20,76
Maharashtra,Parbhani,538941,43.02,Shivsena,JADHAV SANJAY (BANDU) HARIBHAU,20,76
Maharashtra,Pune,632835,61.13,Bharatiya Janata Party,Girish Bhalchandra Bapat,20,76
Maharashtra,Raigad,486968,47.49,Nationalist Congress Party,Tatkare Sunil Dattatray,20,76
Maharashtra,Ramtek,597126,49.9,Shivsena,Krupal Balaji Tumane,20,76
Maharashtra,Ratnagiri - sindhudurg,458022,50.83,Shivsena,Vinayak Raut,20,76
Maharashtra,Raver,655386,59.96,Bharatiya Janata Party,Khadse Raksha Nikhil,20,76
Maharashtra,Sangli,508995,42.77,Bharatiya Janata Party,Sanjaykaka Patil,20,76
Maharashtra,Satara,579026,51.91,Nationalist Congress Party,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,20,76
Maharashtra,Shirdi,486820,47.29,Shivsena,SADASHIV KISAN LOKHANDE,20,76
Maharashtra,Shirur,635830,49.17,Nationalist Congress Party,Dr. Amol Ramsing Kolhe,20,76
Maharashtra,Solapur,524985,48.41,Bharatiya Janata Party,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,20,76
Maharashtra,Thane,740969,63.3,Shivsena,RAJAN BABURAO VICHARE,20,76
Maharashtra,Wardha,578364,53.92,Bharatiya Janata Party,Ramdas Chandrabhanji Tadas,20,76
Maharashtra,Yavatmal-Washim,542098,46.17,Shivsena,Bhavana Pundlikrao Gawali,20,76
Manipur,Inner manipur,263632,34.72,Bharatiya Janata Party,DR RAJKUMAR RANJAN SINGH,24.7333333,93.966666
Manipur,Outer manipur,363527,42.37,Naga Peoples Front,Lorho S. Pfoze,24.7333333,93.966666
Meghalaya,Shillong,419689,53.52,Indian National Congress,VINCENT H. PALA,25.5,91
Meghalaya,Tura,304455,52.22,National People's Party,AGATHA K. SANGMA,25.5,91
Mizoram,MIZORAM,224286,44.89,Mizo National Front,C LALROSANGA,23.5,20.866666
Nagaland,Nagaland,500510,49.73,Nationalist Democratic Progressive Party,Tokheho Yepthomi,26,94.333333
NCT OF Delhi,CHANDNI CHOWK,519055,52.94,Bharatiya Janata Party,HARSH VARDHAN,23.38,77.12
NCT OF Delhi,EAST DELHI,696156,55.35,Bharatiya Janata Party,GAUTAM GAMBHIR,23.38,77.12
NCT OF Delhi,NEW DELHI,504206,54.77,Bharatiya Janata Party,MEENAKASHI LEKHI,23.38,77.12
NCT OF Delhi,NORTH EAST DELHI,787799,53.9,Bharatiya Janata Party,MANOJ TIWARI,23.38,77.12
NCT OF Delhi,NORTH WEST DELHI,848663,60.49,Bharatiya Janata Party,HANS RAJ HANS,23.38,77.12
NCT OF Delhi,SOUTH DELHI,687014,56.58,Bharatiya Janata Party,RAMESH BIDHURI,23.38,77.12
NCT OF Delhi,WEST DELHI,865648,60.05,Bharatiya Janata Party,PARVESH SAHIB SINGH VERMA,23.38,77.12
Odisha,Aska,552749,54.52,Biju Janata Dal,Pramila Bisoyi,20,94.333333
Odisha,Balasore,483858,41.79,Bharatiya Janata Party,PRATAP CHANDRA SARANGI,20,94.333333
Odisha,Bargarh,581245,46.58,Bharatiya Janata Party,Suresh Pujari,20,94.333333
Odisha,Berhampur,443843,44.84,Biju Janata Dal,CHANDRA SEKHAR SAHU,20,94.333333
Odisha,Bhadrak,512305,41.86,Biju Janata Dal,MANJULATA MANDAL,20,94.333333
Odisha,Bhubaneswar,486991,48.45,Bharatiya Janata Party,APARAJITA SARANGI,20,94.333333
Odisha,Bolangir,498086,38.12,Bharatiya Janata Party,Sangeeta Kumari Singh Deo,20,94.333333
Odisha,Cuttack,524592,49.51,Biju Janata Dal,BHARTRUHARI MAHTAB,20,94.333333
Odisha,Dhenkanal,522884,46.21,Biju Janata Dal,MAHESH SAHOO,20,94.333333
Odisha,Jagatsinghpur,619985,50.44,Biju Janata Dal,RAJASHREE MALLICK,20,94.333333
Odisha,Jajpur,544020,49.81,Biju Janata Dal,SARMISTHA SETHI,20,94.333333
Odisha,Kalahandi,433074,35.26,Bharatiya Janata Party,BASANTA KUMAR PANDA,20,94.333333
Odisha,Kandhamal,461679,49.01,Biju Janata Dal,ACHYUTANANDA SAMANTA,20,94.333333
Odisha,Kendrapara,628939,50.87,Biju Janata Dal,Anubhav Mohanty,20,94.333333
Odisha,Keonjhar,526359,44.75,Biju Janata Dal,Chandrani Murmu,20,94.333333
Odisha,Koraput,371129,34.36,Indian National Congress,SAPTAGIRI SANKAR ULAKA,20,94.333333
Odisha,Mayurbhanj,483812,42.06,Bharatiya Janata Party,BISHWESWAR TUDU,20,94.333333
Odisha,Nabarangpur,392504,33.85,Biju Janata Dal,RAMESH CHANDRA MAJHI,20,94.333333
Odisha,Puri,538321,47.4,Biju Janata Dal,PINAKI MISRA,20,94.333333
Odisha,Sambalpur,473770,42.13,Bharatiya Janata Party,NITESH GANGA DEB,20,94.333333
Odisha,Sundargarh,500056,45.45,Bharatiya Janata Party,Jual Oram,20,94.333333
Puducherry,Puducherry,444981,56.27,Indian National Congress,Ve. VAITHILINGAM,11.9333333,79.8833333
Punjab,Amritsar,445032,51.78,Indian National Congress,GURJEET SINGH AUJLA,30.066666,75.0833333
Punjab,Anandpur Sahib,428045,39.57,Indian National Congress,Manish Tewari,30.066666,75.0833333
Punjab,Bathinda,492824,41.04,Shiromani Akali Dal,Harsimrat Kaur Badal,30.066666,75.0833333
Punjab,Faridkot,419065,42.98,Indian National Congress,Mohammad Sadique,30.066666,75.0833333
Punjab,Fatehgarh Sahib,411651,41.75,Indian National Congress,AMAR SINGH,30.066666,75.0833333
Punjab,Firozpur,633427,54.05,Shiromani Akali Dal,SUKHBIR SINGH BADAL,30.066666,75.0833333
Punjab,Gurdaspur,558719,50.61,Bharatiya Janata Party,SUNNY DEOL,30.066666,75.0833333
Punjab,Hoshiarpur,421320,42.52,Bharatiya Janata Party,SOM PARKASH,30.066666,75.0833333
Punjab,Jalandhar,385712,37.85,Indian National Congress,Santokh Singh Chaudhary,30.066666,75.0833333
Punjab,Khadoor Sahib,459710,43.95,Indian National Congress,JASBIR SINGH GILL (DIMPA),30.066666,75.0833333
Punjab,Ludhiana,383795,36.66,Indian National Congress,RAVNEET SINGH BITTU,30.066666,75.0833333
Punjab,Patiala,532027,45.17,Indian National Congress,Preneet Kaur,30.066666,75.0833333
Punjab,Sangrur,413561,37.4,Aam Aadmi Party,BHAGWANT MANN,30.066666,75.0833333
Rajasthan,Ajmer,815076,64.58,Bharatiya Janata Party,Bhagirath Chaudhary,27,74
Rajasthan,Alwar,760201,60.06,Bharatiya Janata Party,Balak Nath,27,74
Rajasthan,Banswara,711709,49.44,Bharatiya Janata Party,KANAKMAL KATARA,27,74
Rajasthan,Barmer,846526,59.52,Bharatiya Janata Party,KAILASH CHOUDHARY,27,74
Rajasthan,BHARATPUR,707992,61.74,Bharatiya Janata Party,RANJEETA KOLI,27,74
Rajasthan,Bhilwara,938160,71.59,Bharatiya Janata Party,SUBHASH CHANDRA BAHERIA,27,74
Rajasthan,Bikaner (SC),657743,59.82,Bharatiya Janata Party,ARJUN RAM MEGHWAL,27,74
Rajasthan,Chittorgarh,982942,67.38,Bharatiya Janata Party,Chandra Prakash Joshi,27,74
Rajasthan,Churu,792999,59.69,Bharatiya Janata Party,RAHUL KASWAN,27,74
Rajasthan,Dausa,548733,51.63,Bharatiya Janata Party,Jaskaur Meena,27,74
Rajasthan,Ganganagar,897177,61.8,Bharatiya Janata Party,NIHAL CHAND,27,74
Rajasthan,Jaipur,924065,63.45,Bharatiya Janata Party,Ramcharan Bohra,27,74
Rajasthan,Jaipur Rural,820132,64.24,Bharatiya Janata Party,COL. RAJYAVARDHAN RATHORE,27,74
Rajasthan,Jalore,772833,56.76,Bharatiya Janata Party,Devaji Patel,27,74
Rajasthan,JHALAWAR-BARAN,887400,64.78,Bharatiya Janata Party,DUSHYANT SINGH,27,74
Rajasthan,Jhunjhunu,738163,61.57,Bharatiya Janata Party,NARENDRA KUMAR,27,74
Rajasthan,Jodhpur,788888,58.6,Bharatiya Janata Party,Gajendra Singh Shekhawat,27,74
Rajasthan,KARAULI-DHOLPUR,526443,52.75,Bharatiya Janata Party,MANOJ RAJORIA,27,74
Rajasthan,Kota,800051,58.52,Bharatiya Janata Party,OM BIRLA,27,74
Rajasthan,Nagaur,660051,54.86,Rashtriya Loktantrik Party,HANUMAN BENIWAL,27,74
Rajasthan,Pali,900149,66.2,Bharatiya Janata Party,P. P. CHAUDHARY,27,74
Rajasthan,Rajsamand,863039,69.61,Bharatiya Janata Party,Diya Kumari,27,74
Rajasthan,Sikar,772104,58.19,Bharatiya Janata Party,Sumedhanand Saraswati,27,74
Rajasthan,TONK-SAWAI MADHOPUR,644319,52.24,Bharatiya Janata Party,Sukhbir Singh Jaunapuria,27,74
Rajasthan,Udaipur,871548,59.92,Bharatiya Janata Party,ARJUNLAL MEENA,27,74
Sikkim,Sikkim,166922,47.46,Sikkim Krantikari Morcha,INDRA HANG SUBBA,27.3,88.3
Tamil Nadu,Arakkonam,672190,57.06,Dravida Munnetra Kazhagam,S. JAGATHRAKSHAKAN,11,78
Tamil Nadu,Arani,617760,54,Indian National Congress,VISHNU PRASAD M K,11,78
Tamil Nadu,Chennai central,448911,57.15,Dravida Munnetra Kazhagam,DAYANIDHI MARAN,11,78
Tamil Nadu,Chennai North,590986,61.85,Dravida Munnetra Kazhagam,Dr. KALANIDHI VEERASWAMY,11,78
Tamil Nadu,Chennai South,564872,50.17,Dravida Munnetra Kazhagam,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,11,78
Tamil Nadu,Chidambaram,500229,43.38,Viduthalai Chiruthaigal Katchi,THIRUMAAVALAVAN THOL,11,78
Tamil Nadu,Coimbatore,571150,45.66,Communist Party of India (Marxist),NATARAJAN. P.R,11,78
Tamil Nadu,Cuddalore,522160,50.05,Dravida Munnetra Kazhagam,T. R. V .S. RAMESH,11,78
Tamil Nadu,Dharmapuri,574988,47.01,Dravida Munnetra Kazhagam,DNV SENTHILKUMAR. S.,11,78
Tamil Nadu,Dindigul,746523,64.35,Dravida Munnetra Kazhagam,"VELUSAMY, P.",11,78
Tamil Nadu,Erode,563591,52.78,Dravida Munnetra Kazhagam,GANESHAMURTHI A,11,78
Tamil Nadu,Kallakurichi,721713,59.92,Dravida Munnetra Kazhagam,Gautham Sigamani Pon,11,78
Tamil Nadu,Kancheepuram,684004,55.27,Dravida Munnetra Kazhagam,Selvam.G,11,78
Tamil Nadu,Kanniyakumari,627235,59.83,Indian National Congress,Vasanthakumar. H,11,78
Tamil Nadu,Karur,695697,63.06,Indian National Congress,Jothimani S,11,78
Tamil Nadu,Krishnagiri,611298,52.64,Indian National Congress,Dr.A.CHELLAKUMAR,11,78
Tamil Nadu,Madurai,447075,44,Communist Party of India (Marxist),VENKATESAN S,11,78
Tamil Nadu,Mayiladuthurai,599292,54.62,Dravida Munnetra Kazhagam,RAMALINGAM. S,11,78
Tamil Nadu,Nagapattinam,522892,52.17,Communist Party of India,SELVARAJ M,11,78
Tamil Nadu,Namakkal,626293,55.24,Dravida Munnetra Kazhagam,CHINRAJ A.K.P,11,78
Tamil Nadu,Nilgiris,547832,54.2,Dravida Munnetra Kazhagam,"RAJA, A.",11,78
Tamil Nadu,Perambalur,683697,62,Dravida Munnetra Kazhagam,"Dr.PAARIVENDHAR, T. R",11,78
Tamil Nadu,Pollachi,554230,51.23,Dravida Munnetra Kazhagam,SHANMUGA SUNDARAM. K,11,78
Tamil Nadu,Ramanathapuram,469943,44.08,Indian Union Muslim League,K. NAVASKANI,11,78
Tamil Nadu,Salem,606302,48.29,Dravida Munnetra Kazhagam,PARTHIBAN.S.R,11,78
Tamil Nadu,Sivaganga,566104,52.2,Indian National Congress,KARTI P CHIDAMBARAM,11,78
Tamil Nadu,Sriperumbudur,793281,56.39,Dravida Munnetra Kazhagam,Baalu.T.R.,11,78
Tamil Nadu,Tenkasi,476156,44.69,Dravida Munnetra Kazhagam,DHANUSH.M.KUMAR,11,78
Tamil Nadu,Thanjavur,588978,55.6,Dravida Munnetra Kazhagam,"PALANIMANICKAM,S.S.",11,78
Tamil Nadu,Theni,504813,43.02,All India Anna Dravida Munnetra Kazhagam,"RAVEENDRANATH KUMAR, P",11,78
Tamil Nadu,Thiruvallur,767292,54.49,Indian National Congress,Dr.K.Jayakumar,11,78
Tamil Nadu,Thoothukkudi,563143,56.81,Dravida Munnetra Kazhagam,KANIMOZHI KARUNANIDHI,11,78
Tamil Nadu,Tiruchirappalli,621285,59.28,Indian National Congress,Thirunavukkarasar. SU,11,78
Tamil Nadu,Tirunelveli,522623,50.26,Dravida Munnetra Kazhagam,GNANATHIRAVIAM S,11,78
Tamil Nadu,Tiruppur,508725,45.44,Communist Party of India,"SUBBARAYAN, K.",11,78
Tamil Nadu,Tiruvannamalai,666272,57.85,Dravida Munnetra Kazhagam,ANNADURAI C N,11,78
Tamil Nadu,Viluppuram,559585,49.28,Dravida Munnetra Kazhagam,RAVIKUMAR D,11,78
Tamil Nadu,Virudhunagar,470883,43.81,Indian National Congress,"MANICKAM TAGORE, B.",11,78
Telangana,Adilabad,377374,35.48,Bharatiya Janata Party,SOYAM BAPU RAO,18,79
Telangana,Bhongir,532795,43.94,Indian National Congress,Komati Reddy Venkat Reddy,18,79
Telangana,CHEVELLA,528148,40.62,Telangana Rashtra Samithi,Dr. G. Ranjith Reddy,18,79
Telangana,Hyderabad,517471,58.95,All India Majlis-E-Ittehadul Muslimeen,ASADUDDIN OWAISI,18,79
Telangana,Karimnagar,498276,43.42,Bharatiya Janata Party,BANDI SANJAY KUMAR,18,79
Telangana,Khammam,567459,49.78,Telangana Rashtra Samithi,NAMA NAGESWR RAO,18,79
Telangana,Mahabubabad,462109,46.98,Telangana Rashtra Samithi,Kavitha Malothu,18,79
Telangana,Mahbubnagar,411402,41.78,Telangana Rashtra Samithi,MANNE SRINIVAS REDDY,18,79
Telangana,Malkajgiri,603748,38.63,Indian National Congress,ANUMULA REVANTH REDDY,18,79
Telangana,Medak,596048,51.82,Telangana Rashtra Samithi,Kotha Prabhakar Reddy,18,79
Telangana,Nagarkurnool,499672,50.48,Telangana Rashtra Samithi,POTHUGANTI RAMULU,18,79
Telangana,Nalgonda,526028,44.74,Indian National Congress,UTTAM KUMAR REDDY NALAMADA,18,79
Telangana,Nizamabad,480584,45.22,Bharatiya Janata Party,ARVIND DHARMAPURI,18,79
Telangana,Peddapalle,441321,45.49,Telangana Rashtra Samithi,Venkatesh Netha Borlakunta,18,79
Telangana,Secundrabad,384780,42.05,Bharatiya Janata Party,G . KISHAN REDDY,18,79
Telangana,Warangal,612498,57.69,Telangana Rashtra Samithi,DAYAKAR PASUNOORI,18,79
Telangana,Zahirabad,434244,41.58,Telangana Rashtra Samithi,B.B.PATIL,18,79
Tripura,Tripura East,482126,46.12,Bharatiya Janata Party,Rebati Tripura,23.75,91.5
Tripura,Tripura West,573532,51.77,Bharatiya Janata Party,Pratima Bhoumik,23.75,91.5
Uttar Pradesh,Agra,646875,56.48,Bharatiya Janata Party,Satyapal Singh Baghel,27.666666,80
Uttar Pradesh,Akbarpur,581282,56.69,Bharatiya Janata Party,Devendra Singh 'Bhole',27.666666,80
Uttar Pradesh,Aligarh,656215,56.42,Bharatiya Janata Party,SATISH KUMAR GAUTAM,27.666666,80
Uttar Pradesh,Allahabad,494454,55.62,Bharatiya Janata Party,Rita Bahuguna Joshi,27.666666,80
Uttar Pradesh,Ambedkar Nagar,564118,51.75,Bahujan Samaj Party,Ritesh Pandey,27.666666,80
Uttar Pradesh,Amethi,468514,49.71,Bharatiya Janata Party,Smriti Irani,27.666666,80
Uttar Pradesh,Amroha,601082,51.41,Bahujan Samaj Party,KUNWAR DANISH ALI,27.666666,80
Uttar Pradesh,Aonla,537675,51.07,Bharatiya Janata Party,DHARMENDRA KASHYAP,27.666666,80
Uttar Pradesh,Azamgarh,621578,60.4,Samajwadi Party,Akhilesh Yadav,27.666666,80
Uttar Pradesh,Badaun,511352,47.3,Bharatiya Janata Party,Dr. Sanghmitra Maurya,27.666666,80
Uttar Pradesh,Baghpat,525789,50.32,Bharatiya Janata Party,Dr. SATYAPAL SINGH,27.666666,80
Uttar Pradesh,Bahraich,525982,53.14,Bharatiya Janata Party,AKSHAIBAR LAL,27.666666,80
Uttar Pradesh,Ballia,469114,47.4,Bharatiya Janata Party,Virendra Singh,27.666666,80
Uttar Pradesh,Banda,477926,46.2,Bharatiya Janata Party,R.K. SINGH PATEL,27.666666,80
Uttar Pradesh,Bansgaon,546673,56.41,Bharatiya Janata Party,Kamlesh Paswan,27.666666,80
Uttar Pradesh,Barabanki,535917,46.39,Bharatiya Janata Party,Upendra Singh Rawat,27.666666,80
Uttar Pradesh,Bareilly,565270,52.91,Bharatiya Janata Party,SANTOSH KUMAR GANGWAR,27.666666,80
Uttar Pradesh,Basti,471162,44.68,Bharatiya Janata Party,HARISH CHANDRA ALIAS HARISH DWIVEDI,27.666666,80
Uttar Pradesh,Bhadohi,510029,49.07,Bharatiya Janata Party,RAMESH CHAND,27.666666,80
Uttar Pradesh,Bijnor,561045,50.97,Bahujan Samaj Party,MALOOK NAGAR,27.666666,80
Uttar Pradesh,Bulandshahr,681321,60.64,Bharatiya Janata Party,BHOLA SINGH,27.666666,80
Uttar Pradesh,Chandauli,510733,47.07,Bharatiya Janata Party,Dr. Mahendra Nath Pandey,27.666666,80
Uttar Pradesh,Deoria,580644,57.19,Bharatiya Janata Party,RAMAPATI RAM TRIPATHI,27.666666,80
Uttar Pradesh,Dhaurahra,512905,48.21,Bharatiya Janata Party,REKHA VERMA,27.666666,80
Uttar Pradesh,Domariyaganj,492253,49.96,Bharatiya Janata Party,JAGDAMBIKA PAL,27.666666,80
Uttar Pradesh,Etah,545348,54.56,Bharatiya Janata Party,Rajveer Singh (Raju Bhaiya),27.666666,80
Uttar Pradesh,Etawah,522119,50.8,Bharatiya Janata Party,Dr RAM SHANKAR KATHERIA,27.666666,80
Uttar Pradesh,Faizabad,529021,48.66,Bharatiya Janata Party,LALLU SINGH,27.666666,80
Uttar Pradesh,Farrukhabad,569880,56.82,Bharatiya Janata Party,Mukesh Rajput,27.666666,80
Uttar Pradesh,Fatehpur,566040,54.24,Bharatiya Janata Party,NIRANJAN JYOTI,27.666666,80
Uttar Pradesh,Fatehpur Sikri,667147,64.32,Bharatiya Janata Party,RAJKUMAR CHAHAR,27.666666,80
Uttar Pradesh,Firozabad,495819,46.09,Bharatiya Janata Party,Dr. Chandra Sen Jadon,27.666666,80
Uttar Pradesh,Gautam Buddha Nagar,830812,59.64,Bharatiya Janata Party,Dr. MAHESH SHARMA,27.666666,80
Uttar Pradesh,Ghaziabad,944503,61.96,Bharatiya Janata Party,Vijay Kumar Singh,27.666666,80
Uttar Pradesh,Ghazipur,566082,51.2,Bahujan Samaj Party,AFZAL ANSARI,27.666666,80
Uttar Pradesh,Ghosi,573829,50.3,Bahujan Samaj Party,ATUL KUMAR SINGH,27.666666,80
Uttar Pradesh,Gonda,508190,55.01,Bharatiya Janata Party,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,27.666666,80
Uttar Pradesh,Gorakhpur,717122,60.54,Bharatiya Janata Party,Ravindra Shyamnarayan Shukla alias Ravi Kishan,27.666666,80
Uttar Pradesh,Hamirpur,575122,52.77,Bharatiya Janata Party,KUNWAR PUSHPENDRA SINGH CHANDEL,27.666666,80
Uttar Pradesh,Hardoi,568143,53.72,Bharatiya Janata Party,Jai Prakash,27.666666,80
Uttar Pradesh,Hathras,684299,59.49,Bharatiya Janata Party,RAJVIR DILER,27.666666,80
Uttar Pradesh,Jalaun,581763,51.49,Bharatiya Janata Party,BHANU PRATAP SINGH VERMA,27.666666,80
Uttar Pradesh,Jaunpur,521128,50.08,Bahujan Samaj Party,SHYAM SINGH YADAV,27.666666,80
Uttar Pradesh,Jhansi,809272,58.61,Bharatiya Janata Party,Anurag Sharma,27.666666,80
Uttar Pradesh,Kairana,566961,50.44,Bharatiya Janata Party,Pradeep Kumar,27.666666,80
Uttar Pradesh,Kaiserganj,581358,59.24,Bharatiya Janata Party,Brijbhusan Sharan Singh,27.666666,80
Uttar Pradesh,Kannauj,563087,49.37,Bharatiya Janata Party,SUBRAT PATHAK,27.666666,80
Uttar Pradesh,Kanpur,468937,55.63,Bharatiya Janata Party,Satyadev Pachauri,27.666666,80
Uttar Pradesh,Kaushambi,383009,39.31,Bharatiya Janata Party,VINOD KUMAR SONKAR,27.666666,80
Uttar Pradesh,Kheri,609589,53.63,Bharatiya Janata Party,Ajay Kumar,27.666666,80
Uttar Pradesh,Kushi Nagar,597039,56.69,Bharatiya Janata Party,VIJAY KUMAR DUBEY,27.666666,80
Uttar Pradesh,Lalganj,518820,54.01,Bahujan Samaj Party,Sangeeta Azad,27.666666,80
Uttar Pradesh,Lucknow,633026,56.7,Bharatiya Janata Party,Rajnath Singh,27.666666,80
Uttar Pradesh,Machhlishahr,488397,47.19,Bharatiya Janata Party,Bholanath (B.P. Saroj),27.666666,80
Uttar Pradesh,Maharajganj,726349,59.2,Bharatiya Janata Party,PANKAJ CHOUDHARY,27.666666,80
Uttar Pradesh,Mainpuri,524926,53.75,Samajwadi Party,MULAYAM SINGH YADAV,27.666666,80
Uttar Pradesh,Mathura,671293,60.88,Bharatiya Janata Party,HEMA MALINI,27.666666,80
Uttar Pradesh,Meerut,586184,48.19,Bharatiya Janata Party,RAJENDRA AGARWAL,27.666666,80
Uttar Pradesh,Mirzapur,591564,53.34,Apna Dal (Soneylal),Anupriya Singh Patel,27.666666,80
Uttar Pradesh,Misrikh,534429,52.05,Bharatiya Janata Party,Ashok Kumar Rawat,27.666666,80
Uttar Pradesh,Mohanlalganj,629748,49.62,Bharatiya Janata Party,Kaushal Kishore,27.666666,80
Uttar Pradesh,Moradabad,649416,50.65,Samajwadi Party,Dr. S.T. HASAN,27.666666,80
Uttar Pradesh,Muzaffarnagar,573780,49.46,Bharatiya Janata Party,Sanjeev Kumar Balyan,27.666666,80
Uttar Pradesh,Nagina,568378,56.31,Bahujan Samaj Party,GIRISH CHANDRA,27.666666,80
Uttar Pradesh,Phulpur,544701,55.68,Bharatiya Janata Party,Keshari Devi Patel,27.666666,80
Uttar Pradesh,Pilibhit,704549,59.38,Bharatiya Janata Party,Feroze Varun Gandhi,27.666666,80
Uttar Pradesh,Pratapgarh,436291,47.7,Bharatiya Janata Party,SANGAM LAL GUPTA,27.666666,80
Uttar Pradesh,Rae Bareli,534918,55.8,Indian National Congress,SONIA GANDHI,27.666666,80
Uttar Pradesh,Rampur,559177,52.71,Samajwadi Party,Mohammad Azam Khan,27.666666,80
Uttar Pradesh,Robertsganj,447914,45.32,Apna Dal (Soneylal),PAKAURI LAL KOL,27.666666,80
Uttar Pradesh,Saharanpur,514139,41.74,Bahujan Samaj Party,HAJI FAZLUR REHMAN,27.666666,80
Uttar Pradesh,Salempur,467241,50.73,Bharatiya Janata Party,RAVINDER,27.666666,80
Uttar Pradesh,Sambhal,658006,55.6,Samajwadi Party,DR. SHAFIQUR REHMAN BARQ,27.666666,80
Uttar Pradesh,Sant Kabir Nagar,467543,43.97,Bharatiya Janata Party,PRAVEEN KUMAR NISHAD,27.666666,80
Uttar Pradesh,Shahjahanpur,688990,58.09,Bharatiya Janata Party,Arun Kumar Sagar,27.666666,80
Uttar Pradesh,Shrawasti,441771,44.31,Bahujan Samaj Party,RAM SHIROMANI,27.666666,80
Uttar Pradesh,Sitapur,514528,48.33,Bharatiya Janata Party,Rajesh Verma,27.666666,80
Uttar Pradesh,Sultanpur,459196,45.91,Bharatiya Janata Party,MANEKA SANJAI GANDHI,27.666666,80
Uttar Pradesh,Unnao,703507,56.87,Bharatiya Janata Party,Swami Sakshi Ji Maharaj,27.666666,80
Uttar Pradesh,Varanasi,674664,63.62,Bharatiya Janata Party,NARENDRA MODI,27.666666,80
Uttarakhand,Almora,444651,64.03,Bharatiya Janata Party,Ajay Tamta,30.25,79.25
Uttarakhand,Garhwal,506980,68.25,Bharatiya Janata Party,Tirath Singh Rawat,30.25,79.25
Uttarakhand,Hardwar,665674,52.37,Bharatiya Janata Party,Ramesh Pokhriyal 'Nishank',30.25,79.25
Uttarakhand,Nainital-udhamsingh Nagar,772195,61.35,Bharatiya Janata Party,Ajay Bhatt,30.25,79.25
Uttarakhand,Tehri Garhwal,565333,64.53,Bharatiya Janata Party,MALA RAJYA LAXMI SHAH,30.25,79.25
West Bengal,Alipurduars,750804,54.4,Bharatiya Janata Party,JOHN BARLA,23,87
West Bengal,Arambagh,649929,44.15,All India Trinamool Congress,APARUPA PODDAR (AFRIN ALI),23,87
West Bengal,Asansol,633378,51.16,Bharatiya Janata Party,BABUL SUPRIYO,23,87
West Bengal,Baharampur,591106,45.47,Indian National Congress,ADHIR RANJAN CHOWDHURY,23,87
West Bengal,Balurghat,539317,45.02,Bharatiya Janata Party,Sukanta Majumdar,23,87
West Bengal,Bangaon,687622,48.85,Bharatiya Janata Party,SHANTANU THAKUR,23,87
West Bengal,Bankura,675319,49.23,Bharatiya Janata Party,DR. SUBHAS SARKAR,23,87
West Bengal,Barasat,648084,46.47,All India Trinamool Congress,Dr. Kakoli Ghoshdastidar,23,87
West Bengal,Bardhaman Durgapur,598376,41.76,Bharatiya Janata Party,S.S AHLUWALIA,23,87
West Bengal,Bardhaman Purba,640834,44.52,All India Trinamool Congress,SUNIL KUMAR MONDAL,23,87
West Bengal,Barrackpore,472994,42.82,Bharatiya Janata Party,ARJUN SINGH,23,87
West Bengal,Basirhat,782078,54.56,All India Trinamool Congress,Nusrat Jahan Ruhi,23,87
West Bengal,Birbhum,654077,45.13,All India Trinamool Congress,SATABDI ROY,23,87
West Bengal,Bishnupur,657019,46.25,Bharatiya Janata Party,KHAN SAUMITRA,23,87
West Bengal,Bolpur,699171,47.85,All India Trinamool Congress,ASIT KUMAR MAL,23,87
West Bengal,Cooch behar,731594,47.98,Bharatiya Janata Party,NISITH PRAMANIK,23,87
West Bengal,Darjeeling,750067,59.19,Bharatiya Janata Party,RAJU BISTA,23,87
West Bengal,Diamond harbour,791127,56.15,All India Trinamool Congress,ABHISHEK BANERJEE,23,87
West Bengal,Dum dum,512062,42.51,All India Trinamool Congress,SOUGATA RAY,23,87
