State,Constituency,Votes,Percentage,Party,Candidate,latitude,longitude
Maharashtra,Chandrapur,559507,45.18,Indian National Congress,Balubhau alias Suresh Narayan Dhanorkar,19.96,79.3
Maharashtra,Dhule,613533,56.54,Bharatiya Janata Party,Bhamre Subhash Ramrao,20.9,74.77
Maharashtra,Dindori,567470,49.88,Bharatiya Janata Party,Dr. Bharati Pravin Pawar,20.17,80
Maharashtra,Gadchiroli Chimur,519968,45.5,Bharatiya Janata Party,ASHOK MAHADEORAO NETE,21.47,80.2
Maharashtra,Hatkanangle,585776,46.78,Shivsena,Dhairyasheel Sambhajirao Mane,20.56,78.83
Maharashtra,Hingoli,586312,50.65,Shivsena,Hemant Patil,19.72,77.14
Maharashtra,Jalgaon,713874,65.6,Bharatiya Janata Party,Unmesh Bhaiyyasaheb Patil,21.0077,75.5626
Maharashtra,Jalna,698019,57.78,Bharatiya Janata Party,Danve Raosaheb Dadarao,19.85,75.88
Maharashtra,Kalyan,559723,62.87,Shivsena,Dr. SHRIKANT EKNATH SHINDE,19.25,73.16
Maharashtra,Kolhapur,749085,56.29,Shivsena,Sanjay Sadashivrao Mandlik,16.705,74.2433
Maharashtra,Latur,661495,56.22,Bharatiya Janata Party,Sudhakar Tukaram Shrangare,18.41,76.58
Maharashtra,Madha,586314,48.2,Bharatiya Janata Party,Ranjeetsinha Hindurao Naik- Nimbalkar,20.26,74.52
Maharashtra,Maval,720663,52.65,Shivsena,SHRIRANG APPA CHANDU BARNE,20.1,72.39
Maharashtra,Mumbai North,706678,71.4,Bharatiya Janata Party,Gopal Shetty,20.76,73.489
Maharashtra,Mumbai North central,486672,53.97,Bharatiya Janata Party,POONAM MAHAJAN,20.8924,74
Maharashtra,Mumbai North East,514599,56.61,Bharatiya Janata Party,Manoj Kotak,18.824,76
Maharashtra,Mumbai North West,570063,60.55,Shivsena,Gajanan Kirtikar,17.87,77
Maharashtra,Mumbai South,421937,52.64,Shivsena,Arvind Ganpat Sawant,19.11,73.06
Maharashtra,Mumbai South central,424913,53.3,Shivsena,Rahul Ramesh Shewale,20,76
Maharashtra,Nagpur,660221,55.67,Bharatiya Janata Party,NITIN JAIRAM GADKARI,21.1458,79.0882
Maharashtra,Nanded,486806,43.1,Bharatiya Janata Party,Prataprao Patil Chikhalikar,19.14,77.29
Maharashtra,Nandurbar,639136,49.86,Bharatiya Janata Party,Dr. Heena Vijaykumar Gavit,20,76.03
Maharashtra,Nashik,563599,50.27,Shivsena,Godse Hemant Tukaram,19.9975,73.7898
Maharashtra,Osmanabad,596640,49.52,Shivsena,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,18.17,76.03
Maharashtra,Palghar,580479,48.3,Shivsena,Rajendra Dhedya Gavit,19.68,72.75
Maharashtra,Parbhani,538941,43.02,Shivsena,JADHAV SANJAY (BANDU) HARIBHAU,19.27,76.76
Maharashtra,Pune,632835,61.13,Bharatiya Janata Party,Girish Bhalchandra Bapat,18.5204,73.8567
Maharashtra,Raigad,486968,47.49,Nationalist Congress Party,Tatkare Sunil Dattatray,20,76
Maharashtra,Ramtek,597126,49.9,Shivsena,Krupal Balaji Tumane,21,76.5
Maharashtra,Ratnagiri sindhudurg,458022,50.83,Shivsena,Vinayak Raut,17,73.29
Maharashtra,Raver,655386,59.96,Bharatiya Janata Party,Khadse Raksha Nikhil,16.86,74.57
Maharashtra,Sangli,508995,42.77,Bharatiya Janata Party,Sanjaykaka Patil,16.86,76
Maharashtra,Satara,579026,51.91,Nationalist Congress Party,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,17.7,74
Maharashtra,Shirdi,486820,47.29,Shivsena,SADASHIV KISAN LOKHANDE,21.35,74.88
Maharashtra,Shirur,635830,49.17,Nationalist Congress Party,Dr. Amol Ramsing Kolhe,21.35,74
Maharashtra,Solapur,524985,48.41,Bharatiya Janata Party,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,17.6599,75.9064
Maharashtra,Thane,740969,63.3,Shivsena,RAJAN BABURAO VICHARE,19.2,72.97
Maharashtra,Wardha,578364,53.92,Bharatiya Janata Party,Ramdas Chandrabhanji Tadas,20.7453,78.6022
Maharashtra,Yavatmal Washim,542098,46.17,Shivsena,Bhavana Pundlikrao Gawali,20.41,78.13
Manipur,Inner manipur,263632,34.72,Bharatiya Janata Party,DR RAJKUMAR RANJAN SINGH,24.7333333,93.966666
Manipur,Outer manipur,363527,42.37,Naga Peoples Front,Lorho S. Pfoze,24.75,93
Meghalaya,Shillong,419689,53.52,Indian National Congress,VINCENT H. PALA,25.57,91.87
Meghalaya,Tura,304455,52.22,National People's Party,AGATHA K. SANGMA,25.52,90.22
Mizoram,MIZORAM,224286,44.89,Mizo National Front,C LALROSANGA,23.1645,92.9376
Nagaland,Nagaland,500510,49.73,Nationalist Democratic Progressive Party,Tokheho Yepthomi,25.67,74.11
NCT OF Delhi,CHANDNI CHOWK,519055,52.94,Bharatiya Janata Party,HARSH VARDHAN,28.6505,77.2303
NCT OF Delhi,EAST DELHI,696156,55.35,Bharatiya Janata Party,GAUTAM GAMBHIR,28.628,77.12
NCT OF Delhi,NEW DELHI,504206,54.77,Bharatiya Janata Party,MEENAKASHI LEKHI,28.67,77.21
NCT OF Delhi,NORTH EAST DELHI,787799,53.9,Bharatiya Janata Party,MANOJ TIWARI,28.49,77.22
NCT OF Delhi,NORTH WEST DELHI,848663,60.49,Bharatiya Janata Party,HANS RAJ HANS,28.68,77.01
NCT OF Delhi,SOUTH DELHI,687014,56.58,Bharatiya Janata Party,RAMESH BIDHURI,28.68,77.07
NCT OF Delhi,WEST DELHI,865648,60.05,Bharatiya Janata Party,PARVESH SAHIB SINGH VERMA,28.6663,77.068
Odisha,Aska,552749,54.52,Biju Janata Dal,Pramila Bisoyi,19.6159,84.333333
Odisha,Balasore,483858,41.79,Bharatiya Janata Party,PRATAP CHANDRA SARANGI,21.4934,86.9135
Odisha,Bargarh,581245,46.58,Bharatiya Janata Party,Suresh Pujari,21.347,83.632
Odisha,Berhampur,443843,44.84,Biju Janata Dal,CHANDRA SEKHAR SAHU,21.06,86.52
Odisha,Bhadrak,512305,41.86,Biju Janata Dal,MANJULATA MANDAL,21.0574,86.4963
Odisha,Bhubaneswar,486991,48.45,Bharatiya Janata Party,APARAJITA SARANGI,20.27,85.84
Odisha,Bolangir,498086,38.12,Bharatiya Janata Party,Sangeeta Kumari Singh Deo,20,84.333333
Odisha,Cuttack,524592,49.51,Biju Janata Dal,BHARTRUHARI MAHTAB,20.47,85.88
Odisha,Dhenkanal,522884,46.21,Biju Janata Dal,MAHESH SAHOO,20,85
Odisha,Jagatsinghpur,619985,50.44,Biju Janata Dal,RAJASHREE MALLICK,22.21,85.4
Odisha,Jajpur,544020,49.81,Biju Janata Dal,SARMISTHA SETHI,18.86,82.56
Odisha,Kalahandi,433074,35.26,Bharatiya Janata Party,BASANTA KUMAR PANDA,19.9137,83.1649
Odisha,Kandhamal,461679,49.01,Biju Janata Dal,ACHYUTANANDA SAMANTA,20.5,84.333333
Odisha,Kendrapara,628939,50.87,Biju Janata Dal,Anubhav Mohanty,21.5,86
Odisha,Keonjhar,526359,44.75,Biju Janata Dal,Chandrani Murmu,21.63,85.58
Odisha,Koraput,371129,34.36,Indian National Congress,SAPTAGIRI SANKAR ULAKA,20,84.333333
Odisha,Mayurbhanj,483812,42.06,Bharatiya Janata Party,BISHWESWAR TUDU,20,84
Odisha,Nabarangpur,392504,33.85,Biju Janata Dal,RAMESH CHANDRA MAJHI,19.81,85.83
Odisha,Puri,538321,47.4,Biju Janata Dal,PINAKI MISRA,21,84.333333
Odisha,Sambalpur,473770,42.13,Bharatiya Janata Party,NITESH GANGA DEB,21.4669,83.9812
Odisha,Sundargarh,500056,45.45,Bharatiya Janata Party,Jual Oram,18.69,80.86
Puducherry,Puducherry,444981,56.27,Indian National Congress,Ve. VAITHILINGAM,11.9333333,79.8833333
Punjab,Amritsar,445032,51.78,Indian National Congress,GURJEET SINGH AUJLA,31.634,74.8723
Punjab,Anandpur Sahib,428045,39.57,Indian National Congress,Manish Tewari,31.2355,76.5013
Punjab,Bathinda,492824,41.04,Shiromani Akali Dal,Harsimrat Kaur Badal,30.17,74.97
Punjab,Faridkot,419065,42.98,Indian National Congress,Mohammad Sadique,30.38,74.74
Punjab,Fatehgarh Sahib,411651,41.75,Indian National Congress,AMAR SINGH,30.95,74.6
Punjab,Firozpur,633427,54.05,Shiromani Akali Dal,SUKHBIR SINGH BADAL,30.92,74.61
Punjab,Gurdaspur,558719,50.61,Bharatiya Janata Party,SUNNY DEOL,32.04,75.47
Punjab,Hoshiarpur,421320,42.52,Bharatiya Janata Party,SOM PARKASH,31.53,75.91
Punjab,Jalandhar,385712,37.85,Indian National Congress,Santokh Singh Chaudhary,31.326,75.5762
Punjab,Khadoor Sahib,459710,43.95,Indian National Congress,JASBIR SINGH GILL (DIMPA),30,75
Punjab,Ludhiana,383795,36.66,Indian National Congress,RAVNEET SINGH BITTU,30.901,75.8573
Punjab,Patiala,532027,45.17,Indian National Congress,Preneet Kaur,30.32,76.39
Punjab,Sangrur,413561,37.4,Aam Aadmi Party,BHAGWANT MANN,30.066666,75.0833333
Rajasthan,Ajmer,815076,64.58,Bharatiya Janata Party,Bhagirath Chaudhary,26.4499,74.6399
Rajasthan,Alwar,760201,60.06,Bharatiya Janata Party,Balak Nath,27.553,76.6346
Rajasthan,Banswara,711709,49.44,Bharatiya Janata Party,KANAKMAL KATARA,23.54,74.44
Rajasthan,Barmer,846526,59.52,Bharatiya Janata Party,KAILASH CHOUDHARY,25.75,71.34
Rajasthan,BHARATPUR,707992,61.74,Bharatiya Janata Party,RANJEETA KOLI,27.23,77.49
Rajasthan,Bhilwara,938160,71.59,Bharatiya Janata Party,SUBHASH CHANDRA BAHERIA,25.35,74.63
Rajasthan,Bikaner (SC),657743,59.82,Bharatiya Janata Party,ARJUN RAM MEGHWAL,28.0229,73.3119
Rajasthan,Chittorgarh,982942,67.38,Bharatiya Janata Party,Chandra Prakash Joshi,24.89,74.63
Rajasthan,Churu,792999,59.69,Bharatiya Janata Party,RAHUL KASWAN,28.31,74.96
Rajasthan,Dausa,548733,51.63,Bharatiya Janata Party,Jaskaur Meena,26.88,76.33
Rajasthan,Ganganagar,897177,61.8,Bharatiya Janata Party,NIHAL CHAND,29.93,73.86
Rajasthan,Jaipur,924065,63.45,Bharatiya Janata Party,Ramcharan Bohra,26.9124,75.7873
Rajasthan,Jaipur Rural,820132,64.24,Bharatiya Janata Party,COL. RAJYAVARDHAN RATHORE,26.92,75.8
Rajasthan,Jalore,772833,56.76,Bharatiya Janata Party,Devaji Patel,25.35,72.62
Rajasthan,JHALAWAR BARAN,887400,64.78,Bharatiya Janata Party,DUSHYANT SINGH,24.6,76.15
Rajasthan,Jhunjhunu,738163,61.57,Bharatiya Janata Party,NARENDRA KUMAR,28.13,75.39
Rajasthan,Jodhpur,788888,58.6,Bharatiya Janata Party,Gajendra Singh Shekhawat,26.2389,73.0243
Rajasthan,KARAULI DHOLPUR,526443,52.75,Bharatiya Janata Party,MANOJ RAJORIA,26.5,77.02
Rajasthan,Kota,800051,58.52,Bharatiya Janata Party,OM BIRLA,25.2138,75.8648
Rajasthan,Nagaur,660051,54.86,Rashtriya Loktantrik Party,HANUMAN BENIWAL,27.21,73.73
Rajasthan,Pali,900149,66.2,Bharatiya Janata Party,P. P. CHAUDHARY,25.79,73.32
Rajasthan,Rajsamand,863039,69.61,Bharatiya Janata Party,Diya Kumari,25.07,73.88
Rajasthan,Sikar,772104,58.19,Bharatiya Janata Party,Sumedhanand Saraswati,27.61,75.13
Rajasthan,TONK SAWAI MADHOPUR,644319,52.24,Bharatiya Janata Party,Sukhbir Singh Jaunapuria,26.17,75.78
Rajasthan,Udaipur,871548,59.92,Bharatiya Janata Party,ARJUNLAL MEENA,24.5854,73.7125
Sikkim,Sikkim,166922,47.46,Sikkim Krantikari Morcha,INDRA HANG SUBBA,27.3,88.3
Tamil Nadu,Arakkonam,672190,57.06,Dravida Munnetra Kazhagam,S. JAGATHRAKSHAKAN,13.08,79.72
Tamil Nadu,Arani,617760,54,Indian National Congress,VISHNU PRASAD M K,12.6713,79.2818
Tamil Nadu,Chennai central,448911,57.15,Dravida Munnetra Kazhagam,DAYANIDHI MARAN,12.67,79.28
Tamil Nadu,Chennai North,590986,61.85,Dravida Munnetra Kazhagam,Dr. KALANIDHI VEERASWAMY,12.6,79.2
Tamil Nadu,Chennai South,564872,50.17,Dravida Munnetra Kazhagam,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,12.67,79.28
Tamil Nadu,Chidambaram,500229,43.38,Viduthalai Chiruthaigal Katchi,THIRUMAAVALAVAN THOL,11.407,79.6912
Tamil Nadu,Coimbatore,571150,45.66,Communist Party of India (Marxist),NATARAJAN. P.R,11.6113,79.6502
Tamil Nadu,Cuddalore,522160,50.05,Dravida Munnetra Kazhagam,T. R. V .S. RAMESH,12.7,79.97
Tamil Nadu,Dharmapuri,574988,47.01,Dravida Munnetra Kazhagam,DNV SENTHILKUMAR. S.,12.13,78.16
Tamil Nadu,Dindigul,746523,64.35,Dravida Munnetra Kazhagam,VELUSAMY P,10.36,77.97
Tamil Nadu,Erode,563591,52.78,Dravida Munnetra Kazhagam,GANESHAMURTHI A,11.35,77.73
Tamil Nadu,Kallakurichi,721713,59.92,Dravida Munnetra Kazhagam,Gautham Sigamani Pon,9.08,77.35
Tamil Nadu,Kancheepuram,684004,55.27,Dravida Munnetra Kazhagam,Selvam.G,12.8185,79.6947
Tamil Nadu,Kanniyakumari,627235,59.83,Indian National Congress,Vasanthakumar. H,9.08,77.35
Tamil Nadu,Karur,695697,63.06,Indian National Congress,Jothimani S,10.96,78.07
Tamil Nadu,Krishnagiri,611298,52.64,Indian National Congress,Dr.A.CHELLAKUMAR,12.54,78.21
Tamil Nadu,Madurai,447075,44,Communist Party of India (Marxist),VENKATESAN S,9.92,78.12
Tamil Nadu,Mayiladuthurai,599292,54.62,Dravida Munnetra Kazhagam,RAMALINGAM. S,11.11,79.65
Tamil Nadu,Nagapattinam,522892,52.17,Communist Party of India,SELVARAJ M,10.8,79.84
Tamil Nadu,Namakkal,626293,55.24,Dravida Munnetra Kazhagam,CHINRAJ A.K.P,11.23,78.17
Tamil Nadu,Nilgiris,547832,54.2,Dravida Munnetra Kazhagam,RAJA A,11.416667,76.683334
Tamil Nadu,Perambalur,683697,62,Dravida Munnetra Kazhagam,Dr.PAARIVENDHAR T. R,9.54,78.59
Tamil Nadu,Pollachi,554230,51.23,Dravida Munnetra Kazhagam,SHANMUGA SUNDARAM. K,10.67,77
Tamil Nadu,Ramanathapuram,469943,44.08,Indian Union Muslim League,K. NAVASKANI,9.37,78.83
Tamil Nadu,Salem,606302,48.29,Dravida Munnetra Kazhagam,PARTHIBAN.S.R,11.67,78.16
Tamil Nadu,Sivaganga,566104,52.2,Indian National Congress,KARTI P CHIDAMBARAM,9.46,77.79
Tamil Nadu,Sriperumbudur,793281,56.39,Dravida Munnetra Kazhagam,Baalu.T.R.,9.52,77.63
Tamil Nadu,Tenkasi,476156,44.69,Dravida Munnetra Kazhagam,DHANUSH.M.KUMAR,8.96,77.31
Tamil Nadu,Thanjavur,588978,55.6,Dravida Munnetra Kazhagam,PALANIMANICKAM S.S,10.79,79.13
Tamil Nadu,Theni,504813,43.02,All India Anna Dravida Munnetra Kazhagam,RAVEENDRANATH KUMAR,10.02,77.48
Tamil Nadu,Thiruvallur,767292,54.49,Indian National Congress,Dr.K.Jayakumar,10.78,79.64
Tamil Nadu,Thoothukkudi,563143,56.81,Dravida Munnetra Kazhagam,KANIMOZHI KARUNANIDHI,8.81,78.14
Tamil Nadu,Tiruchirappalli,621285,59.28,Indian National Congress,Thirunavukkarasar. SU,10.830512,78.682419
Tamil Nadu,Tirunelveli,522623,50.26,Dravida Munnetra Kazhagam,GNANATHIRAVIAM S,8.73,77.69
Tamil Nadu,Tiruppur,508725,45.44,Communist Party of India,SUBBARAYAN K,11.09,77.35
Tamil Nadu,Tiruvannamalai,666272,57.85,Dravida Munnetra Kazhagam,ANNADURAI C N,12.24,79.07
Tamil Nadu,Viluppuram,559585,49.28,Dravida Munnetra Kazhagam,RAVIKUMAR D,11.95,79.49
Tamil Nadu,Virudhunagar,470883,43.81,Indian National Congress,MANICKAM TAGORE B,11.51,79.32
Telangana,Adilabad,377374,35.48,Bharatiya Janata Party,SOYAM BAPU RAO,19.6641,78.532
Telangana,Bhongir,532795,43.94,Indian National Congress,Komati Reddy Venkat Reddy,17.52,78.88
Telangana,CHEVELLA,528148,40.62,Telangana Rashtra Samithi,Dr. G. Ranjith Reddy,17.33124,78.1385
Telangana,Hyderabad,517471,58.95,All India Majlis-E-Ittehadul Muslimeen,ASADUDDIN OWAISI,17.385,78.4867
Telangana,Karimnagar,498276,43.42,Bharatiya Janata Party,BANDI SANJAY KUMAR,18.4386,79.1288
Telangana,Khammam,567459,49.78,Telangana Rashtra Samithi,NAMA NAGESWR RAO,17.25,80.15
Telangana,Mahabubabad,462109,46.98,Telangana Rashtra Samithi,Kavitha Malothu,16.74,77.98
Telangana,Mahbubnagar,411402,41.78,Telangana Rashtra Samithi,MANNE SRINIVAS REDDY,16.7488,78.0035
Telangana,Malkajgiri,603748,38.63,Indian National Congress,ANUMULA REVANTH REDDY,17.55,78.59
Telangana,Medak,596048,51.82,Telangana Rashtra Samithi,Kotha Prabhakar Reddy,18.88,79.45
Telangana,Nagarkurnool,499672,50.48,Telangana Rashtra Samithi,POTHUGANTI RAMULU,15.49,78.48
Telangana,Nalgonda,526028,44.74,Indian National Congress,UTTAM KUMAR REDDY NALAMADA,17.0575,79.2684
Telangana,Nizamabad,480584,45.22,Bharatiya Janata Party,ARVIND DHARMAPURI,18.6725,78.094
Telangana,Peddapalle,441321,45.49,Telangana Rashtra Samithi,Venkatesh Netha Borlakunta,14.5934,74.3456
Telangana,Secundrabad,384780,42.05,Bharatiya Janata Party,G . KISHAN REDDY,17.47,78.52
Telangana,Warangal,612498,57.69,Telangana Rashtra Samithi,DAYAKAR PASUNOORI,17.9689,79.5941
Telangana,Zahirabad,434244,41.58,Telangana Rashtra Samithi,B.B.PATIL,17.6795,77.6051
Tripura,Tripura East,482126,46.12,Bharatiya Janata Party,Rebati Tripura,23.75,91.5
Tripura,Tripura West,573532,51.77,Bharatiya Janata Party,Pratima Bhoumik,23.84,91.27
Uttar Pradesh,Agra,646875,56.48,Bharatiya Janata Party,Satyapal Singh Baghel,27.19,78.01
Uttar Pradesh,Akbarpur,581282,56.69,Bharatiya Janata Party,Devendra Singh 'Bhole',27.19,78.01
Uttar Pradesh,Aligarh,656215,56.42,Bharatiya Janata Party,SATISH KUMAR GAUTAM,27.89,78.06
Uttar Pradesh,Allahabad,494454,55.62,Bharatiya Janata Party,Rita Bahuguna Joshi,25.45,81.84
Uttar Pradesh,Ambedkar Nagar,564118,51.75,Bahujan Samaj Party,Ritesh Pandey,25.45,82.8
Uttar Pradesh,Amethi,468514,49.71,Bharatiya Janata Party,Smriti Irani,28.91,78.46
Uttar Pradesh,Amroha,601082,51.41,Bahujan Samaj Party,KUNWAR DANISH ALI,28.91,78.46
Uttar Pradesh,Aonla,537675,51.07,Bharatiya Janata Party,DHARMENDRA KASHYAP,28.28,79.15
Uttar Pradesh,Azamgarh,621578,60.4,Samajwadi Party,Akhilesh Yadav,26.07,83.18
Uttar Pradesh,Badaun,511352,47.3,Bharatiya Janata Party,Dr. Sanghmitra Maurya,28.78,79.5
Uttar Pradesh,Baghpat,525789,50.32,Bharatiya Janata Party,Dr. SATYAPAL SINGH,28.78,79.5
Uttar Pradesh,Bahraich,525982,53.14,Bharatiya Janata Party,AKSHAIBAR LAL,27.58,81.59
Uttar Pradesh,Ballia,469114,47.4,Bharatiya Janata Party,Virendra Singh,25.76,84.15
Uttar Pradesh,Banda,477926,46.2,Bharatiya Janata Party,R.K. SINGH PATEL,25.48,80.33
Uttar Pradesh,Bansgaon,546673,56.41,Bharatiya Janata Party,Kamlesh Paswan,25.48,80.33
Uttar Pradesh,Barabanki,535917,46.39,Bharatiya Janata Party,Upendra Singh Rawat,29.1,77.26
Uttar Pradesh,Bareilly,565270,52.91,Bharatiya Janata Party,SANTOSH KUMAR GANGWAR,28.36,79.41
Uttar Pradesh,Basti,471162,44.68,Bharatiya Janata Party,HARISH CHANDRA ALIAS HARISH DWIVEDI,26.8,82.74
Uttar Pradesh,Bhadohi,510029,49.07,Bharatiya Janata Party,RAMESH CHAND,25.4,82.56
Uttar Pradesh,Bijnor,561045,50.97,Bahujan Samaj Party,MALOOK NAGAR,29.38,78.13
Uttar Pradesh,Bulandshahr,681321,60.64,Bharatiya Janata Party,BHOLA SINGH,28.41,77.85
Uttar Pradesh,Chandauli,510733,47.07,Bharatiya Janata Party,Dr. Mahendra Nath Pandey,28.46,78.78
Uttar Pradesh,Deoria,580644,57.19,Bharatiya Janata Party,RAMAPATI RAM TRIPATHI,26.51,83.78
Uttar Pradesh,Dhaurahra,512905,48.21,Bharatiya Janata Party,REKHA VERMA,26.51,83.78
Uttar Pradesh,Domariyaganj,492253,49.96,Bharatiya Janata Party,JAGDAMBIKA PAL,29.7,77.67
Uttar Pradesh,Etah,545348,54.56,Bharatiya Janata Party,Rajveer Singh (Raju Bhaiya),27.57,78.64
Uttar Pradesh,Etawah,522119,50.8,Bharatiya Janata Party,Dr RAM SHANKAR KATHERIA,26.78,79.02
Uttar Pradesh,Faizabad,529021,48.66,Bharatiya Janata Party,LALLU SINGH,26.78,82.14
Uttar Pradesh,Farrukhabad,569880,56.82,Bharatiya Janata Party,Mukesh Rajput,27.4,79.57
Uttar Pradesh,Fatehpur,566040,54.24,Bharatiya Janata Party,NIRANJAN JYOTI,25.93,80.81
Uttar Pradesh,Fatehpur Sikri,667147,64.32,Bharatiya Janata Party,RAJKUMAR CHAHAR,25.93,80.81
Uttar Pradesh,Firozabad,495819,46.09,Bharatiya Janata Party,Dr. Chandra Sen Jadon,27.15,78.39
Uttar Pradesh,Gautam Buddha Nagar,830812,59.64,Bharatiya Janata Party,Dr. MAHESH SHARMA,28.85,78.23
Uttar Pradesh,Ghaziabad,944503,61.96,Bharatiya Janata Party,Vijay Kumar Singh,28.66,77.41
Uttar Pradesh,Ghazipur,566082,51.2,Bahujan Samaj Party,AFZAL ANSARI,25.59,83.59
Uttar Pradesh,Ghosi,573829,50.3,Bahujan Samaj Party,ATUL KUMAR SINGH,27.14,81.95
Uttar Pradesh,Gonda,508190,55.01,Bharatiya Janata Party,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,26.76,83.36
Uttar Pradesh,Gorakhpur,717122,60.54,Bharatiya Janata Party,Ravindra Shyamnarayan Shukla alias Ravi Kishan,26.7606,83.3732
Uttar Pradesh,Hamirpur,575122,52.77,Bharatiya Janata Party,KUNWAR PUSHPENDRA SINGH CHANDEL,28.73,77.77
Uttar Pradesh,Hardoi,568143,53.72,Bharatiya Janata Party,Jai Prakash,27.42,80.12
Uttar Pradesh,Hathras,684299,59.49,Bharatiya Janata Party,RAJVIR DILER,27.6,78.04
Uttar Pradesh,Jalaun,581763,51.49,Bharatiya Janata Party,BHANU PRATAP SINGH VERMA,26.15,79.35
Uttar Pradesh,Jaunpur,521128,50.08,Bahujan Samaj Party,SHYAM SINGH YADAV,25.76,82.69
Uttar Pradesh,Jhansi,809272,58.61,Bharatiya Janata Party,Anurag Sharma,25.45,78.56
Uttar Pradesh,Kairana,566961,50.44,Bharatiya Janata Party,Pradeep Kumar,29.4,77.2
Uttar Pradesh,Kaiserganj,581358,59.24,Bharatiya Janata Party,Brijbhusan Sharan Singh,29.4,77.2
Uttar Pradesh,Kannauj,563087,49.37,Bharatiya Janata Party,SUBRAT PATHAK,27.06,79.91
Uttar Pradesh,Kanpur,468937,55.63,Bharatiya Janata Party,Satyadev Pachauri,26.47,80.33
Uttar Pradesh,Kaushambi,383009,39.31,Bharatiya Janata Party,VINOD KUMAR SONKAR,26.47,80.33
Uttar Pradesh,Kheri,609589,53.63,Bharatiya Janata Party,Ajay Kumar,27.03,79.91
Uttar Pradesh,Kushi Nagar,597039,56.69,Bharatiya Janata Party,VIJAY KUMAR DUBEY,28.73,77.77
Uttar Pradesh,Lalganj,518820,54.01,Bahujan Samaj Party,Sangeeta Azad,27.72,80.9
Uttar Pradesh,Lucknow,633026,56.7,Bharatiya Janata Party,Rajnath Singh,26.85,80.92
Uttar Pradesh,Machhlishahr,488397,47.19,Bharatiya Janata Party,Bholanath (B.P. Saroj),25.3,79.87
Uttar Pradesh,Maharajganj,726349,59.2,Bharatiya Janata Party,PANKAJ CHOUDHARY,27.24,79.02
Uttar Pradesh,Mainpuri,524926,53.75,Samajwadi Party,MULAYAM SINGH YADAV,27.24,79.02
Uttar Pradesh,Mathura,671293,60.88,Bharatiya Janata Party,HEMA MALINI,27.5,77.68
Uttar Pradesh,Meerut,586184,48.19,Bharatiya Janata Party,RAJENDRA AGARWAL,28.99,77.7
Uttar Pradesh,Mirzapur,591564,53.34,Apna Dal (Soneylal),Anupriya Singh Patel,25.16,82.56
Uttar Pradesh,Misrikh,534429,52.05,Bharatiya Janata Party,Ashok Kumar Rawat,25.16,82.56
Uttar Pradesh,Mohanlalganj,629748,49.62,Bharatiya Janata Party,Kaushal Kishore,25.24,79.13
Uttar Pradesh,Moradabad,649416,50.65,Samajwadi Party,Dr. S.T. HASAN,28.84,78.76
Uttar Pradesh,Muzaffarnagar,573780,49.46,Bharatiya Janata Party,Sanjeev Kumar Balyan,28.92,77.62
Uttar Pradesh,Nagina,568378,56.31,Bahujan Samaj Party,GIRISH CHANDRA,29.45,78.43
Uttar Pradesh,Phulpur,544701,55.68,Bharatiya Janata Party,Keshari Devi Patel,28.64,79.81
Uttar Pradesh,Pilibhit,704549,59.38,Bharatiya Janata Party,Feroze Varun Gandhi,28.64,79.81
Uttar Pradesh,Pratapgarh,436291,47.7,Bharatiya Janata Party,SANGAM LAL GUPTA,28.92,77.62
Uttar Pradesh,Rae Bareli,534918,55.8,Indian National Congress,SONIA GANDHI,26.23,81.23
Uttar Pradesh,Rampur,559177,52.71,Samajwadi Party,Mohammad Azam Khan,28.82,79.02
Uttar Pradesh,Robertsganj,447914,45.32,Apna Dal (Soneylal),PAKAURI LAL KOL,25.58,79.57
Uttar Pradesh,Saharanpur,514139,41.74,Bahujan Samaj Party,HAJI FAZLUR REHMAN,29.97,77.54
Uttar Pradesh,Salempur,467241,50.73,Bharatiya Janata Party,RAVINDER,29.46,77.31
Uttar Pradesh,Sambhal,658006,55.6,Samajwadi Party,DR. SHAFIQUR REHMAN BARQ,28.59,78.56
Uttar Pradesh,Sant Kabir Nagar,467543,43.97,Bharatiya Janata Party,PRAVEEN KUMAR NISHAD,27.57,80.69
Uttar Pradesh,Shahjahanpur,688990,58.09,Bharatiya Janata Party,Arun Kumar Sagar,27.88,79.9
Uttar Pradesh,Shrawasti,441771,44.31,Bahujan Samaj Party,RAM SHIROMANI,28.08,78.56
Uttar Pradesh,Sitapur,514528,48.33,Bharatiya Janata Party,Rajesh Verma,27.57,80.69
Uttar Pradesh,Sultanpur,459196,45.91,Bharatiya Janata Party,MANEKA SANJAI GANDHI,26.26,82.06
Uttar Pradesh,Unnao,703507,56.87,Bharatiya Janata Party,Swami Sakshi Ji Maharaj,26.55,80.49
Uttar Pradesh,Varanasi,674664,63.62,Bharatiya Janata Party,NARENDRA MODI,25.32,83.01
Uttarakhand,Almora,444651,64.03,Bharatiya Janata Party,Ajay Tamta,29.58,79.64
Uttarakhand,Garhwal,506980,68.25,Bharatiya Janata Party,Tirath Singh Rawat,29.23,79.52
